a 0 0.316961883 0.150718746 0.375363423 0 0 0
a 1 0.155283579 0.0928939 -0.247308684 0 0 0
a 2 -0.0198745584 -0.245460589 0.519780478 0 0 0
a 3 -0.307035902 0.291791742 -0.119133516 0 0 0
a 4 0.385775347 0.0804143097 -0.221387673 0 0 0
a 5 -0.127952728 0.0702029577 0.491335498 0 0 0
a 6 0.227748105 0.188197486 0.0531288322 0 0 0
a 7 -0.339318291 -0.0484465773 -0.472336346 0 0 0
a 8 -0.24834134 0.231643714 0.067409095 0 0 0
a 9 0.413032104 0.141916994 -0.0227838776 0 0 0
a 10 -0.233830325 -0.243271242 0.442193008 0 0 0
a 11 -0.44767705 0.226408194 0.143653477 0 0 0
a 12 -0.504174012 0.031076706 -0.108482132 0 0 0
a 13 -0.415540988 0.233596297 -0.145769876 0 0 0
a 14 -0.389519033 -0.0306711422 0.317758581 0 0 0
a 15 -0.112688036 -0.557560343 0.162350028 0 0 0
a 16 0.0859003644 0.121663025 -0.286066047 0 0 0
a 17 -0.0120618528 0.517514321 -0.300697704 0 0 0
a 18 0.312513631 -0.141069377 0.0313929159 0 0 0
a 19 -0.209637797 -0.395035251 -0.0883900275 0 0 0
a 20 0.268706368 -0.154212658 0.455293272 0 0 0
a 21 0.275007447 0.473365572 -0.271864583 0 0 0
a 22 0.121765471 -0.404362196 -0.268516678 0 0 0
a 23 -0.066861316 -0.100979259 -0.245739249 0 0 0
a 24 -0.0469605166 -0.162142065 -0.318725872 0 0 0
a 25 0.127222739 -0.395925036 -0.41567637 0 0 0
a 26 -0.120977619 0.215194527 -0.437929135 0 0 0
a 27 0.0484604835 -0.242360558 0.344963966 0 0 0
a 28 -0.251301086 0.0803836647 0.258145906 0 0 0
a 29 0.118258021 0.222397091 -0.544635796 0 0 0
a 30 -0.481732987 -0.0185846156 0.234941616 0 0 0
a 31 -0.214027407 -0.196078413 0.524748587 0 0 0
a 32 -0.0657953846 -0.184635503 -0.459009872 0 0 0
a 33 0.160291522 0.0107007018 0.425426434 0 0 0
