a 0 0.110997408 0.180187742 0.570024399 0 0 0
a 1 -0.0323895409 0.214628779 -0.35285845 0 0 0
a 2 -0.280582423 -0.253221862 0.226743873 0 0 0
a 3 -0.454305204 0.133573234 -0.191273961 0 0 0
a 4 0.244049828 0.332102961 -0.235453318 0 0 0
a 5 -0.274002904 0.0324873335 0.501629801 0 0 0
a 6 0.386115775 0.146314577 -0.105841364 0 0 0
a 7 -0.278546513 0.182242325 -0.475651104 0 0 0
a 8 -0.298067633 0.271466766 0.117933067 0 0 0
a 9 0.430146745 0.281315162 0.0983926525 0 0 0
a 10 -0.116885173 -0.439201004 0.389411771 0 0 0
a 11 -0.32453938 0.355388464 0.30562724 0 0 0
a 12 -0.540520026 -0.122737852 -0.152138578 0 0 0
a 13 -0.26065509 0.0761758938 -0.1711481 0 0 0
a 14 -0.516310392 -0.107466468 0.190583928 0 0 0
a 15 -0.153663235 -0.456904907 0.292677867 0 0 0
a 16 0.124102183 0.188611126 -0.263531673 0 0 0
a 17 0.00254597605 0.5291537 -0.188702401 0 0 0
a 18 0.309974804 0.0380169544 0.146163721 0 0 0
a 19 -0.166679529 -0.224840426 -0.0627066439 0 0 0
a 20 0.352609471 0.0662622649 0.356462345 0 0 0
a 21 0.143843662 0.444294592 -0.347234042 0 0 0
a 22 -0.0441933528 -0.291539764 -0.305378678 0 0 0
a 23 0.166292016 -0.163328586 -0.389919659 0 0 0
a 24 0.163292883 -0.282553864 -0.382839451 0 0 0
a 25 -0.0769641793 -0.419421883 -0.376077429 0 0 0
a 26 -0.124241003 0.212214838 -0.284085906 0 0 0
a 27 0.129883187 -0.339414316 0.362961564 0 0 0
a 28 -0.0922255681 0.0752208774 0.255004244 0 0 0
a 29 0.0922472504 0.190506484 -0.518693408 0 0 0
a 30 -0.370682943 -0.159390616 0.135137792 0 0 0
a 31 0.0309897695 -0.239477771 0.499497599 0 0 0
a 32 -0.0684758489 -0.0777087113 -0.545864842 0 0 0
a 33 0.11738406 -0.167901156 0.430111582 0 0 0
a 34 -0.350332945 -0.356033432 0.267780841 0 0 0
a 35 -0.0675836253 0.237149245 0.41526746 0 0 0
a 36 0.245188537 -0.420915543 0.026109428 0 0 0
a 37 -0.375617159 0.083138031 0.176376749 0 0 0
a 38 0.0194189836 0.174668833 0.409842305 0 0 0
a 39 -0.240789768 0.181099984 0.380887194 0 0 0
a 40 -0.237226749 -0.0219733953 -0.359347869 0 0 0
a 41 -0.0647418531 0.120273691 -0.433748223 0 0 0
a 42 -0.0731557797 -0.0877080233 0.333380577 0 0 0
a 43 -0.282418661 0.168042639 -0.000963676974 0 0 0
a 44 0.243645539 -0.234562167 -0.164501537 0 0 0
a 45 -0.560997136 0.185290124 -0.169877086 0 0 0
a 46 0.432344417 -0.0565205147 0.155290829 0 0 0
a 47 -0.402815445 -0.375152376 -0.19111513 0 0 0
a 48 0.0027847397 0.237095997 0.564195292 0 0 0
a 49 0.255698727 0.160775328 -0.453308895 0 0 0
a 50 0.116210665 -0.0270481089 0.437355203 0 0 0
a 51 0.0110155786 -0.411554678 0.306401018 0 0 0
a 52 0.124466854 -0.18272684 0.46487846 0 0 0
a 53 0.164191546 0.420487219 0.126135584 0 0 0
a 54 0.334752654 0.0140391395 -0.307910329 0 0 0
a 55 0.451917063 -0.095042083 0.174872312 0 0 0
a 56 0.27252405 0.423186358 -0.335932899 0 0 0
a 57 0.0716107859 -0.074300562 0.399517919 0 0 0
a 58 -0.208982946 -0.0371292994 0.51526506 0 0 0
a 59 -0.231569405 0.189751919 0.0983107863 0 0 0
a 60 -0.221086541 -0.302398371 0.291874672 0 0 0
a 61 0.1345302 0.328763559 -0.488596924 0 0 0
a 62 0.534648892 0.179851028 -0.185092633 0 0 0
a 63 0.150205722 -0.554050667 -0.0489621275 0 0 0
a 64 -0.323848593 -0.409530567 0.141378345 0 0 0
a 65 -0.411288833 -0.365504283 -0.0949074432 0 0 0
a 66 0.128150302 -0.0265405736 -0.421022493 0 0 0
a 67 -0.434352148 -0.110548216 0.386679969 0 0 0
a 68 0.421538732 -0.4036039 0.149135705 0 0 0
a 69 0.324157692 -0.243438697 -0.091477073 0 0 0
a 70 0.254010275 0.144103512 -0.400646297 0 0 0
a 71 -0.18285926 0.472318915 0.0868766334 0 0 0
a 72 -0.0465909374 0.086196705 0.428832174 0 0 0
a 73 0.499047114 -0.127408176 0.245986968 0 0 0
a 74 0.220655049 -0.36784203 0.378852438 0 0 0
a 75 -0.137180288 0.135280057 -0.257057993 0 0 0
a 76 -0.00384686128 -0.147832754 0.560442372 0 0 0
a 77 -0.466701646 0.13894229 -0.196078388 0 0 0
a 78 -0.395603774 -0.169990787 0.122314166 0 0 0
a 79 0.260182531 0.236376811 0.427992794 0 0 0
a 80 0.457433499 0.241771297 -0.153617477 0 0 0
a 81 0.100832119 0.412599224 0.313455328 0 0 0
a 82 0.327861022 -0.187100142 -0.150047114 0 0 0
a 83 0.489995239 0.0402080648 0.168901145 0 0 0
a 84 0.211605892 0.0133614676 0.316730888 0 0 0
a 85 -0.460045111 -0.157435032 0.198557561 0 0 0
a 86 -0.363555442 -0.006633845 -0.174677573 0 0 0
a 87 -0.150171348 -0.168548811 -0.346936673 0 0 0
a 88 0.148843457 0.310564684 0.500087701 0 0 0
a 89 0.217617307 0.240386088 -0.223225025 0 0 0
a 90 0.4078522 0.241508713 -0.208058089 0 0 0
a 91 0.354551091 -0.102656415 -0.368031125 0 0 0
a 92 -0.242067456 0.456773489 -0.0910284273 0 0 0
a 93 -0.199422934 0.00163432879 -0.0496038328 0 0 0
a 94 0.162553881 -0.423934302 -0.196899731 0 0 0
a 95 -0.401720684 0.124885838 0.133189862 0 0 0
a 96 -0.19229389 0.128863915 -0.47704519 0 0 0
a 97 0.101229296 0.0601815427 -0.47548324 0 0 0
a 98 -0.0763040296 0.282299618 0.503485459 0 0 0
a 99 -0.11556082 0.0592708174 -0.417300215 0 0 0
a 100 -0.37741432 0.237300381 0.0122562911 0 0 0
a 101 0.464009044 0.0204593385 -0.0142535313 0 0 0
a 102 -0.410432193 0.244966424 0.0295749429 0 0 0
a 103 0.378283956 0.142394102 0.467393481 0 0 0
a 104 -0.405859332 0.251169136 -0.236740744 0 0 0
a 105 -0.240818583 -0.47362803 0.301876877 0 0 0
a 106 -0.296336254 0.377059142 0.286171846 0 0 0
a 107 -0.493409701 0.00775572003 -0.104409408 0 0 0
a 108 -0.338579674 0.246088912 -0.0523415967 0 0 0
a 109 -0.197038747 0.213601115 0.210342461 0 0 0
a 110 0.185081019 0.104049514 0.352589479 0 0 0
a 111 0.139646101 -0.134052949 -0.300215652 0 0 0
a 112 -0.230889167 0.0697241126 -0.158491743 0 0 0
a 113 -0.178162444 0.114696357 -0.382397964 0 0 0
a 114 0.443317006 0.165030746 -0.0504672727 0 0 0
a 115 -0.516255794 0.0972270738 -0.191134521 0 0 0
a 116 -0.579651761 -0.0532197946 -0.0673306374 0 0 0
a 117 -0.510485327 -0.147419943 -0.0534778928 0 0 0
a 118 -0.284690473 -0.0735471119 0.409884775 0 0 0
a 119 0.240610248 -0.0350900238 -0.517483843 0 0 0
a 120 0.368438195 0.239740378 -0.228431369 0 0 0
a 121 0.236949615 0.0708318023 -0.527351578 0 0 0
a 122 -0.0836550304 0.18689573 -0.328853321 0 0 0
a 123 -0.0389603832 0.00456371931 0.457133363 0 0 0
a 124 0.554983476 0.042023913 0.0942768873 0 0 0
a 125 0.253216675 0.302456671 0.453038026 0 0 0
a 127 0.298104362 -0.432309009 -0.143944796 0 0 0
a 128 -0.398561571 -0.159654093 -0.407240188 0 0 0
a 129 0.292056231 -0.40070814 0.0646069504 0 0 0
a 130 0.0789319403 0.547801588 -0.220324292 0 0 0
a 131 0.262073496 0.41852219 -0.0579275671 0 0 0
a 132 -0.511594998 0.0375474112 -0.0685240027 0 0 0
a 133 -0.181565639 0.00204037103 0.534199111 0 0 0
a 134 -0.0836801169 0.067025354 0.295153296 0 0 0
a 135 0.21192527 0.332923163 -0.0739498808 0 0 0
a 136 -0.0547746293 0.164897406 -0.548424194 0 0 0
